sharpness,brightness,contrast,falloff,saturation
0.0001671118225203827,0.34156709909439087,0.08053667098283768,0.10049352049827576,0.8779884576797485
0.00048509309999644756,0.44186630845069885,0.1367989480495453,0.2491934895515442,0.6688846349716187
0.00010202964767813683,0.32719218730926514,0.05831020697951317,0.05430799722671509,0.8961990475654602
0.00018333476327825338,0.41315796971321106,0.051906488835811615,0.04457217454910278,0.9390072226524353
7.748205825919285e-05,0.3117928206920624,0.05468122661113739,0.038438647985458374,0.8734738826751709
8.380644430872053e-05,0.37715834379196167,0.09177876263856888,0.11498183012008667,0.8046713471412659
0.0006116066360846162,0.23460151255130768,0.0784028172492981,0.12943826615810394,0.7588070034980774
0.00012963550398126245,0.38475194573402405,0.06777093559503555,0.06340870261192322,0.8217104077339172
0.0002819497894961387,0.5442724227905273,0.13584105670452118,0.24803197383880615,0.553957998752594
9.673863678472117e-05,0.22905386984348297,0.06123016029596329,0.023320481181144714,0.8696630597114563
0.00010455118172103539,0.29013291001319885,0.04591159150004387,0.03691795468330383,0.895545482635498
6.078968362999149e-05,0.30759841203689575,0.04730074107646942,0.04506111145019531,0.9766739010810852
0.0003031171509064734,0.5653246641159058,0.08222676068544388,0.11832571029663086,0.738374650478363
0.00018618533795233816,0.45061683654785156,0.11325440555810928,0.20161521434783936,0.7602169513702393
0.00010183778067585081,0.4777405858039856,0.12990090250968933,0.11855673789978027,0.6736801862716675
4.881586937699467e-05,0.18720108270645142,0.07639267295598984,0.030047908425331116,0.8525091409683228
0.00017744638898875564,0.4882572293281555,0.05975475534796715,0.061613112688064575,0.7879283428192139
0.00012322634574957192,0.31855595111846924,0.10349458456039429,0.03458374738693237,0.7965295314788818
0.0001687309704720974,0.4480704069137573,0.06853045523166656,0.06464484333992004,0.7800900936126709
0.00010729218047345057,0.42373964190483093,0.12908317148685455,0.1499057114124298,0.5792747735977173
0.0005957561079412699,0.25542300939559937,0.07727514952421188,0.11649124324321747,0.7732723355293274
9.095501445699483e-05,0.4070446491241455,0.13905736804008484,0.05912768840789795,0.7022071480751038
0.0004812387633137405,0.26913413405418396,0.08137982338666916,0.12047085165977478,0.8284138441085815
0.00024770948220975697,0.4068392515182495,0.0979379191994667,0.007728248834609985,0.6491381525993347
0.00019246833107899874,0.37538713216781616,0.07408750057220459,0.06790688633918762,0.8488723039627075
0.0002353422314627096,0.4558106064796448,0.14118607342243195,0.1153857409954071,0.6813617944717407
0.00021147191000636667,0.31381845474243164,0.08121812343597412,0.07958376407623291,0.872802197933197
0.0005260948091745377,0.30111438035964966,0.0665188729763031,0.06182736158370972,0.8935502767562866
0.00014606512559112161,0.2278330773115158,0.08000899106264114,0.046536073088645935,0.8927167057991028
0.0001456139434594661,0.4872574806213379,0.09231209754943848,0.07212653756141663,0.6658523678779602
9.767446317709982e-05,0.41006505489349365,0.0704532340168953,0.024708718061447144,0.6971259713172913
0.0001565127749927342,0.3853219449520111,0.08425552397966385,0.12841561436653137,0.8105964660644531
0.0002504237345419824,0.48972776532173157,0.0991206020116806,0.1554487943649292,0.77348393201828
0.00024306116392835975,0.41436639428138733,0.06423133611679077,0.036710143089294434,0.8095459938049316
7.770573574816808e-05,0.4565996527671814,0.16342057287693024,0.21884965896606445,0.7412125468254089
9.05085398699157e-05,0.5133953094482422,0.06050678342580795,0.04883980751037598,0.8234938979148865
0.0002183164906455204,0.39436063170433044,0.08684122562408447,0.0745496153831482,0.8835102915763855
0.00017826251860242337,0.5765354633331299,0.10928774625062943,0.15267819166183472,0.7227761149406433
0.00020798583864234388,0.33427494764328003,0.07206026464700699,0.10543245077133179,0.9497275352478027
0.00031339083216153085,0.27503934502601624,0.08440534770488739,0.08232611417770386,0.6809107065200806
0.00022315092792268842,0.5337743759155273,0.1258772313594818,0.1768595576286316,0.5959442257881165
9.54724891926162e-05,0.49752092361450195,0.07467596977949142,0.10290884971618652,0.7488964796066284
6.147610838524997e-05,0.3625185191631317,0.07069110125303268,0.08536866307258606,0.9610521197319031
0.00013389262312557548,0.5315014123916626,0.0913836881518364,0.11472824215888977,0.8365601301193237
0.00028328780899755657,0.3633667528629303,0.08787116408348083,0.10744360089302063,0.9182884693145752
0.00021797734370920807,0.3324315547943115,0.06748024374246597,0.07271364331245422,0.8956970572471619
0.00032510131131857634,0.5003489851951599,0.13551479578018188,0.23607805371284485,0.655000627040863
6.410603236872703e-05,0.30640125274658203,0.0582236684858799,0.07652559876441956,0.9161500334739685
0.00015793382772244513,0.49414893984794617,0.1007654145359993,0.14013198018074036,0.5692874789237976
0.0001683581795077771,0.3596583306789398,0.09013387560844421,0.10137408971786499,0.843648374080658
0.00015121293836273253,0.43878310918807983,0.06095500290393829,0.06129938364028931,0.8873199224472046
0.00017967693565879017,0.3340514600276947,0.06277334690093994,0.05388754606246948,0.9129037261009216
0.00011345815437380224,0.5437424778938293,0.09475820511579514,0.169663667678833,0.6489373445510864
0.00012505045742727816,0.3370950222015381,0.06304012984037399,0.06286060810089111,0.7391394972801208
7.340733282035217e-05,0.31476229429244995,0.057049766182899475,0.03034728765487671,0.76954585313797
0.0003183404332958162,0.4502289295196533,0.117879718542099,0.14942577481269836,0.6749187707901001
0.00011161071597598493,0.24798205494880676,0.057178571820259094,-0.004835337400436401,0.8305991291999817
8.442460239166394e-05,0.5680223107337952,0.07731063663959503,0.11339133977890015,0.7465724349021912
8.379404607694596e-05,0.43938565254211426,0.0461127907037735,0.03978210687637329,0.9194748401641846
0.00014826992992311716,0.454333633184433,0.1204412579536438,0.0533430278301239,0.715644359588623
0.00018421519780531526,0.577115535736084,0.05186975374817848,0.05895954370498657,0.7408289909362793
0.0002688486420083791,0.4379698932170868,0.07508343458175659,0.08099544048309326,0.8405864238739014
0.0002423939440632239,0.5216582417488098,0.1310182362794876,0.18391969799995422,0.7475473284721375
0.0001460707135265693,0.2870815098285675,0.07041801512241364,0.04166299104690552,0.7369317412376404
0.00029078221996314824,0.4004633128643036,0.07898906618356705,0.10398906469345093,0.8782209753990173
0.00011199722212040797,0.40274471044540405,0.07666585594415665,0.08138883113861084,0.7137929797172546
6.24056119704619e-05,0.20885972678661346,0.062256231904029846,0.020847752690315247,0.9094589352607727
0.00021043534798081964,0.4304966628551483,0.11034996062517166,0.14739581942558289,0.7547807097434998
0.00015935230476316065,0.4981890916824341,0.09142746776342392,0.04491114616394043,0.8310601711273193
0.0009090889943763614,0.30195122957229614,0.09490430355072021,0.17304657399654388,0.606370210647583
0.0001480079663451761,0.30623239278793335,0.07127097994089127,0.04924088716506958,0.8821117281913757
0.00014473350893240422,0.5040632486343384,0.09669693559408188,0.09861508011817932,0.6765841841697693
8.037746010813862e-05,0.38399526476860046,0.04380372539162636,0.015036821365356445,0.6779539585113525
0.0001896300382213667,0.43256136775016785,0.06134078651666641,0.0627698004245758,0.8779927492141724
8.190653170458972e-05,0.3786007761955261,0.0653742104768753,0.09874248504638672,0.8806365132331848
0.00015007155889179558,0.47914212942123413,0.09298554062843323,0.10856413841247559,0.7744648456573486
0.00010604833369143307,0.5297244787216187,0.08666276186704636,-0.031216442584991455,0.6689629554748535
0.00023509946186095476,0.4156140983104706,0.059209465980529785,0.03984922170639038,0.9432182908058167
0.00013205052528064698,0.40489792823791504,0.1040826067328453,0.11434191465377808,0.6633648872375488
0.0001315704284934327,0.48265039920806885,0.15542098879814148,0.1345592439174652,0.5049692392349243
0.00024940172443166375,0.47226831316947937,0.09013134241104126,0.04310980439186096,0.6986320614814758
0.00022459100000560284,0.47055909037590027,0.05428052693605423,0.03595316410064697,0.8345163464546204
4.6126213419483975e-05,0.2792499363422394,0.059209924191236496,0.05034741759300232,0.7541322708129883
0.00017661860329099,0.5642845034599304,0.0638899952173233,-0.04333251714706421,0.7782925367355347
0.00023732856789138168,0.5048714280128479,0.11619583517313004,0.1964857280254364,0.7761296629905701
8.555979002267122e-05,0.5269473791122437,0.1262543499469757,0.18894004821777344,0.7443944811820984
0.00011898902448592708,0.3516386151313782,0.06610145419836044,0.032077938318252563,0.9153150916099548
0.0005215054843574762,0.3643663227558136,0.09164439141750336,0.09783333539962769,0.8482286930084229
0.00011707279918482527,0.4784294068813324,0.14129653573036194,0.10820883512496948,0.6569143533706665
0.00015035911928862333,0.46000364422798157,0.11117959022521973,0.14244240522384644,0.7868413329124451
9.326379222329706e-05,0.5576029419898987,0.08876029402017593,0.08967256546020508,0.7806110382080078
0.0001295152324019,0.40336424112319946,0.16868296265602112,0.09888654947280884,0.5690895915031433
7.17611619620584e-05,0.4721125662326813,0.12897323071956635,0.14147353172302246,0.6899350881576538
0.00011650788655970246,0.43341320753097534,0.05641710385680199,0.06873080134391785,0.8956677317619324
0.00017500953981652856,0.263953298330307,0.07134443521499634,0.06740880012512207,0.8789500594139099
0.00014677226135972887,0.31878897547721863,0.0693133994936943,0.08628559112548828,0.8169694542884827
0.00015957684081513435,0.4298000633716583,0.05880462005734444,0.05650237202644348,0.8599081039428711
0.00013140132068656385,0.3346845805644989,0.08635063469409943,0.08771252632141113,0.6525086164474487
0.0006982477498240769,0.26495063304901123,0.08240406215190887,0.15269896388053894,0.7308946251869202
0.00010767491039587185,0.4370505213737488,0.05250067636370659,0.04528948664665222,0.83472740650177
0.00023654372489545494,0.3806646168231964,0.0737496167421341,0.11904442310333252,0.9290531873703003
0.00030965200858190656,0.3498966097831726,0.07832936942577362,0.07731375098228455,0.9039851427078247
0.00017052989278454334,0.5264577269554138,0.05613970384001732,0.07825583219528198,0.8681401014328003
0.00010205888247583061,0.5947923064231873,0.05716380849480629,0.062023937702178955,0.7747785449028015
8.905361755751073e-05,0.4701990783214569,0.08993823826313019,0.11435863375663757,0.8151588439941406
0.00011027021537302062,0.3598268926143646,0.07372157275676727,0.008279234170913696,0.8277916312217712
0.00010133693285752088,0.3953518271446228,0.06539177149534225,0.05996599793434143,0.9184268712997437
0.00010965299588860944,0.4069545865058899,0.07440268993377686,0.07295331358909607,0.786154568195343
6.0922367993043736e-05,0.4470556080341339,0.06414258480072021,0.10046008229255676,0.7362326383590698
8.794960012892261e-05,0.2833690643310547,0.05861005187034607,0.05010297894477844,0.8792017698287964
0.00015526219794992357,0.2916116416454315,0.0892845168709755,0.06659820675849915,0.8687702417373657
0.0001122893881984055,0.5081450939178467,0.1237391009926796,0.14544937014579773,0.7275446653366089
0.0002592494711279869,0.3414146900177002,0.06704773753881454,0.10400271415710449,0.8718280792236328
