sharpness,brightness,contrast,falloff,saturation
0.0013703630538657308,0.44542059302330017,0.22466117143630981,0.18969842791557312,0.6227553486824036
0.0007894122391007841,0.3442051410675049,0.10383180528879166,0.1121591329574585,0.8202390074729919
0.0008325785747729242,0.23482613265514374,0.11250542104244232,0.09644526243209839,0.859366774559021
0.0013928707921877503,0.2999761700630188,0.18555784225463867,-0.016295254230499268,0.8049081563949585
0.0006921208114363253,0.16073355078697205,0.09183235466480255,0.07089997828006744,0.9425047039985657
0.0019409606466069818,0.4268350303173065,0.2310328185558319,0.05865901708602905,0.7005695104598999
0.0011845732806250453,0.5589497685432434,0.25724315643310547,0.398296982049942,0.6230558156967163
0.0007329335785470903,0.2661444842815399,0.10897517949342728,0.0971636027097702,0.8651375770568848
0.0008199185249395669,0.29946812987327576,0.15653277933597565,0.07883775234222412,0.7061006426811218
0.0015649021370336413,0.3226620554924011,0.1394495815038681,0.00019934773445129395,0.698948085308075
0.001648596255108714,0.40273532271385193,0.1155775636434555,0.04559442400932312,0.7123992443084717
0.003463738365098834,0.827294111251831,0.14043186604976654,0.07373356819152832,0.29120907187461853
0.0010490220738574862,0.48079627752304077,0.14324522018432617,0.1372806429862976,0.5836297869682312
0.0012540457537397742,0.3993533253669739,0.13787221908569336,0.09480559825897217,0.7277060151100159
0.0008555272361263633,0.361498087644577,0.18269234895706177,0.1609494984149933,0.7125654220581055
0.0019350617658346891,0.643250584602356,0.2595636546611786,0.23503297567367554,0.5293378233909607
0.0013244515284895897,0.3304201662540436,0.18660125136375427,-0.0036586523056030273,0.7792364358901978
0.0007002950296737254,0.308713436126709,0.09482602775096893,0.13984158635139465,0.8448893427848816
0.0014916786458343267,0.3864095211029053,0.16586148738861084,-0.04071316123008728,0.7528489828109741
0.0011135918321087956,0.29202285408973694,0.09638442099094391,0.07189665734767914,0.8934332728385925
0.0009347411105409265,0.2817138731479645,0.13586360216140747,0.018986016511917114,0.8109666705131531
0.000983377336524427,0.2753802537918091,0.11748252809047699,0.19420279562473297,0.8058021068572998
0.001121598412282765,0.3570519685745239,0.08153611421585083,0.04911339282989502,0.81988924741745
0.001602671341970563,0.5164176821708679,0.16677004098892212,0.1609395444393158,0.5742722749710083
0.0010773573303595185,0.21503470838069916,0.08421099185943604,-0.003601178526878357,0.8650389313697815
0.0008694683783687651,0.29074031114578247,0.11031404137611389,0.1469123363494873,0.8558088541030884
0.0010738170240074396,0.3369276821613312,0.10360737144947052,0.10216537117958069,0.8161858320236206
0.001305699348449707,0.4151979088783264,0.16304834187030792,0.07270213961601257,0.7212121486663818
0.00114290916826576,0.29614776372909546,0.1294327825307846,0.03219982981681824,0.8477905988693237
0.001109884469769895,0.39059826731681824,0.1109532043337822,0.10844108462333679,0.7843083143234253
0.0021085774060338736,0.6081525087356567,0.22548213601112366,0.08728951215744019,0.5490897297859192
0.0017377882031723857,0.4971613883972168,0.145346999168396,0.10786926746368408,0.5898902416229248
0.0010808691149577498,0.29908961057662964,0.1355288028717041,0.11871707439422607,0.7852059006690979
0.0019082380458712578,0.45091521739959717,0.1708996742963791,0.01609686017036438,0.7081915736198425
0.0009895565453916788,0.25494182109832764,0.10831053555011749,0.04856836795806885,0.8727196455001831
0.0012449707137420774,0.3737863302230835,0.19201579689979553,0.25203001499176025,0.7997530698776245
0.0010275575332343578,0.37489771842956543,0.15459267795085907,0.10818183422088623,0.7614464163780212
0.000363058497896418,0.0994286760687828,0.04328181967139244,0.0211658775806427,0.9536189436912537
0.0009134369320236146,0.2986501455307007,0.10500490665435791,0.1856987029314041,0.8751722574234009
0.0015518497675657272,0.4060913026332855,0.1746351569890976,0.0359857976436615,0.7019184827804565
0.0018878837581723928,0.367497056722641,0.2162197232246399,-0.0038844943046569824,0.7039282321929932
0.0005399484070949256,0.20530276000499725,0.08497679233551025,0.07697026431560516,0.8484650254249573
0.0008998959674499929,0.26091060042381287,0.16808980703353882,-0.10633382201194763,0.7716869711875916
0.0012773461639881134,0.3735032379627228,0.10338055342435837,0.07521888613700867,0.783994197845459
0.000955255760345608,0.40044695138931274,0.0846799686551094,0.1389073133468628,0.7572280764579773
0.0009662414086051285,0.298602432012558,0.11331383883953094,0.009687364101409912,0.8441088795661926
0.0008773826411925256,0.3340100944042206,0.10057607293128967,0.15633106231689453,0.8258095383644104
0.001106970594264567,0.3247580826282501,0.1488439291715622,0.10780665278434753,0.7942537665367126
0.00061952811665833,0.20753715932369232,0.07686608284711838,0.133254274725914,0.9292851686477661
0.0008406704291701317,0.34364771842956543,0.16733166575431824,0.21685388684272766,0.7306249737739563
0.001919938251376152,0.6207152605056763,0.1903306394815445,0.12223351001739502,0.5768625140190125
0.0016576815396547318,0.45084354281425476,0.12659257650375366,0.03444856405258179,0.6848283410072327
0.0019505054224282503,0.5222944021224976,0.17325851321220398,0.0774378776550293,0.5622506737709045
0.0005702667986042798,0.27376678586006165,0.07393031567335129,0.08910299837589264,0.8273122310638428
0.0010702164145186543,0.3613866865634918,0.16801604628562927,0.19936898350715637,0.8340814709663391
0.0010045679518952966,0.3054730296134949,0.11024360358715057,0.2193519026041031,0.9036369323730469
0.0010910986457020044,0.3830338716506958,0.13895460963249207,0.08664000034332275,0.8171999454498291
0.001827733009122312,0.49624866247177124,0.24789385497570038,0.13055181503295898,0.640937328338623
0.0009648553095757961,0.3020642101764679,0.1508394479751587,0.05358529090881348,0.7815415263175964
0.0007702395087108016,0.2630857229232788,0.10700676590204239,0.061355337500572205,0.7722489237785339
0.00041610878542996943,0.26509514451026917,0.1149231344461441,0.1986256092786789,0.858052670955658
0.0015538798179477453,0.4094987213611603,0.22525642812252045,0.11999928951263428,0.7229599356651306
0.0016119795618578792,0.35738593339920044,0.18688897788524628,0.026340872049331665,0.7446072101593018
0.0006480186129920185,0.235902801156044,0.07383992522954941,0.0286128968000412,0.895158052444458
0.0010985115077346563,0.2492670714855194,0.10798915475606918,0.028543248772621155,0.7725527882575989
0.0006274751503951848,0.1772761195898056,0.0814833715558052,0.10673661530017853,0.939415693283081
0.0013795190025120974,0.3402550220489502,0.15569764375686646,0.11330583691596985,0.8005467057228088
0.0013206209987401962,0.34466034173965454,0.1495838612318039,0.0878572165966034,0.7513331174850464
0.0006150453700684011,0.1974417269229889,0.11888683587312698,0.114251047372818,0.8663478493690491
0.0009189429692924023,0.4312777817249298,0.137563556432724,0.28883096575737,0.76986163854599
0.0014879517257213593,0.3861141502857208,0.0953986644744873,0.008617937564849854,0.7412780523300171
0.0012759395176544785,0.34809038043022156,0.14350645244121552,0.04785880446434021,0.8146705031394958
0.0008875911589711905,0.41307350993156433,0.14930731058120728,0.17511647939682007,0.8071079850196838
0.0015479514840990305,0.3953084945678711,0.13776150345802307,0.14809656143188477,0.6007727384567261
0.0006628597620874643,0.25402483344078064,0.11402653157711029,0.17422793805599213,0.859086811542511
0.0011546378955245018,0.42773497104644775,0.1502869725227356,0.10597449541091919,0.7731981873512268
0.0011916037183254957,0.3248356878757477,0.1363915354013443,-0.020240336656570435,0.7459308505058289
0.0006882642046548426,0.23728413879871368,0.08598022907972336,0.05773748457431793,0.8994698524475098
0.0006068973452784121,0.3324642777442932,0.16298991441726685,0.31344470381736755,0.6177058815956116
